Diameter (m),x (m),y (m),z (m)
0.085702,24.2635,21.9069,1.61618
0.383391,35.8952,9.51504,9.28117
0.0718198,14.7645,48.1024,7.85831
0.250837,17.703,25.7829,3.80642
0.0612483,39.9924,43.646,4.75814
0.0776456,22.5233,31.7788,2.33766
0.0992539,16.9851,26.1485,4.33038
0.0547524,46.2867,42.6904,7.65265
0.0617633,45.9292,23.6427,5.10238
0.0725638,27.623,47.2552,2.08983
0.117027,39.0912,7.34761,4.19804
0.0720694,4.28923,48.1583,6.74988
0.054061,3.0302,23.6784,9.08392
0.0550201,1.61128,14.9119,9.4846
0.0605556,44.0422,13.8393,2.09151
0.0586027,20.8131,15.7127,0.308581
0.182076,13.9347,40.2494,8.54421
0.0519172,16.6993,22.3629,2.9667
0.0616412,48.727,48.8157,4.71867
0.0575618,10.2068,35.7178,3.75076
0.0601599,46.8497,16.118,8.0163
0.0740777,2.70488,8.59945,2.14647
0.381272,1.18187,18.2193,0.0914096
0.300963,11.6029,18.2387,4.95934
0.0563848,10.2715,16.7328,0.227843
0.0571062,39.1257,34.3146,8.52905
0.10461,49.9974,34.7773,0.388362
0.0809972,2.71595,14.3296,6.62198
0.0683479,44.0364,35.5443,2.32984
0.0592556,21.211,31.8607,3.16315
0.117432,48.1896,23.5959,5.8487
0.0574188,11.9068,47.0155,5.94647
0.0539514,23.1809,36.4309,3.04769
0.117165,40.6212,12.2791,4.53429
0.0593006,6.45962,30.1273,7.67891
0.0547788,41.7871,40.8299,6.04742
0.0949015,7.35694,14.904,4.33116
0.05401,16.6054,41.6024,4.6681
0.0583126,35.7248,2.97816,9.1822
0.0754222,21.9087,26.4846,5.47534
0.0518897,41.3966,4.15099,6.0659
0.0741279,47.342,10.1697,8.01765
0.126647,22.5058,34.7356,7.13176
0.0533876,14.4477,41.3112,5.68641
0.0655431,22.2784,4.93651,7.62253
0.079562,8.45508,43.153,2.39639
0.0839524,11.5631,11.5432,0.175909
0.0911561,4.00065,16.2233,1.90966
0.0681878,46.8787,2.76603,5.08663
0.0510726,31.2545,26.6611,2.81522
0.0557875,14.2618,32.8198,3.02834
0.054168,3.1228,25.8756,7.86473
0.0521205,6.99705,49.1223,0.516942
0.0694394,31.3347,13.1628,2.8947
0.0598957,5.66247,13.4943,9.67683
0.0545517,45.6456,35.0991,4.02147
0.138326,29.0675,7.99046,0.839228
0.105581,33.9917,37.5986,1.14299
0.0911788,31.3178,43.1783,3.82836
0.0504968,11.0641,30.4775,4.17948
0.113796,27.471,42.0334,6.34291
0.0535045,33.0683,16.627,5.28416
0.0532312,13.2297,31.2307,2.09256
0.0947684,25.9446,5.38892,4.59984
0.0611427,33.765,7.24768,7.13651
0.0509454,33.193,39.3497,1.80797
0.0791198,15.3556,15.3798,5.92122
0.164508,2.83887,46.3841,7.48872
0.0504825,36.328,43.7136,7.62804
0.073039,27.1069,37.8029,2.8054
0.0524619,41.969,26.4488,1.57544
0.0500906,43.7794,13.3954,7.17192
0.0533471,23.5505,23.7658,1.61798
0.0500221,4.69665,35.5273,0.363913
0.378235,49.771,45.6602,6.98045
0.0516134,18.1492,24.7696,5.48036
0.0689181,2.41354,1.64629,1.14333
0.0507994,3.12242,35.2478,3.35763
0.0648353,7.59179,27.9569,6.57345
0.0522546,27.7404,38.6588,7.29828
0.0536046,9.96005,43.9322,7.94398
0.107444,12.6217,7.36846,9.66454
0.111168,30.4804,35.4614,9.68329
0.0646742,5.85773,4.79679,0.473405
0.180668,37.9348,45.8735,2.80237
0.986207,42.9476,0.489938,5.60323
0.0589239,25.9783,37.1549,2.47854
0.0690387,40.4231,4.00586,0.674863
0.0513684,24.0085,11.6617,6.75291
0.0934088,9.07414,31.4188,1.64306
0.0565585,43.4976,28.015,7.45117
0.0503295,17.2454,28.6615,1.1176
0.0547042,43.8151,7.37352,7.29188
0.0520417,4.80517,17.0581,3.91902
0.0718456,32.841,23.6964,1.01425
0.2827,34.7907,15.6217,0.923091
0.159071,41.5256,9.54959,6.78811
0.103291,43.5093,16.6707,3.51345
0.0830055,7.88274,44.1497,3.39372
0.0668177,45.5965,34.3677,2.06777
0.0845932,35.5131,7.86131,2.94141
0.0705215,8.94711,18.7973,5.92861
0.0502658,16.9405,27.6071,4.19964
0.0654372,21.6964,26.3012,7.08165
0.0583651,37.7034,25.2687,7.52073
0.0613256,14.4064,9.89514,0.270863
0.050896,49.9054,17.3525,3.50505
0.208251,10.7698,29.9444,1.66603
0.0622916,4.15453,4.86287,6.08382
0.0975552,43.9997,27.6621,9.71001
0.2628,11.3149,40.654,2.89599
0.0685584,36.8006,1.23747,7.37775
0.0718879,32.8846,49.3645,5.00045
0.0507233,0.472744,9.52419,1.59016
0.0829255,37.1281,20.4639,5.01372
0.057233,15.714,45.4018,7.70244
0.0656307,49.0531,38.9181,2.01143
0.0748195,25.1106,26.9809,5.47402
0.146674,27.3953,6.11744,4.74636
0.109993,47.0544,2.68993,8.42134
0.289615,1.98827,16.4025,1.72123
0.0509258,25.4623,9.22577,7.11988
0.0933522,0.431812,6.63204,6.71364
0.0586002,49.3416,42.9708,4.2181
0.0679159,4.69205,42.7785,8.27909
0.0968637,8.06381,21.4895,6.641
0.0532313,13.7643,10.2814,8.55322
0.0545629,30.2222,27.978,6.21242
0.13629,5.95181,36.1034,8.33149
0.124186,36.8055,46.8039,7.96432
0.0826124,16.921,30.3439,8.85662
0.109712,12.9384,6.17962,3.98317
0.134957,1.20065,45.7073,3.11789
0.0752908,27.8723,40.5705,9.3673
0.107844,4.79757,20.222,0.153246
0.0594672,32.3953,8.08375,5.25049
0.0997181,44.1587,42.9015,1.55992
0.0513135,17.6088,9.02346,5.75556
0.401344,39.0536,22.5862,8.35967
0.0535015,36.7626,38.7544,2.4473
0.0728769,27.6791,35.4552,9.57904
0.0643363,27.986,1.07373,8.5125
0.119534,36.9746,11.2522,9.66369
0.0543822,38.3633,12.441,0.290941
0.137237,37.8288,38.8469,8.84379
0.0612028,32.7813,42.5546,3.40394
0.129054,19.4064,5.65608,3.92251
0.173429,27.0543,35.0123,2.46422
0.0635359,23.0316,33.772,6.66902
0.117581,2.96256,14.8787,5.89978
0.0507695,9.80951,48.7218,9.45196
0.187393,26.9104,40.9073,3.07972
0.0672083,17.4835,37.691,3.23631
0.0813911,40.698,33.3925,6.75479
0.0692737,42.9361,25.9715,1.94671
0.261347,27.9249,27.5833,9.37096
0.0600021,41.3109,49.9155,2.95037
0.0730842,11.3337,7.32394,9.98332
0.058431,11.0394,27.3704,4.62897
0.0575577,20.0586,17.6366,2.74271
0.0676264,25.8128,17.7041,2.44451
0.0648121,42.848,31.7723,4.29395
0.0666911,1.58299,11.2223,9.01872
0.0959116,44.6951,43.7995,4.42012
0.103763,37.5016,16.5229,2.70969
0.129531,24.059,20.2241,9.43898
0.057874,36.1585,47.936,0.315584
0.0518313,44.9389,26.7353,1.89838
0.10693,1.61312,46.9288,5.79771
0.103575,21.6529,25.4898,4.40033
0.0553521,37.4244,29.6458,1.37544
0.0642316,48.8735,29.778,3.25824
0.118272,22.8665,45.397,9.10608
0.0753401,23.1155,41.0856,7.69151
0.0649863,35.6607,35.8606,5.31089
0.0536895,38.1494,36.5564,1.36033
0.0566062,16.4024,17.4983,6.27697
0.0856974,45.7325,32.4124,4.2417
0.0823495,28.6037,32.4795,3.39955
0.0573315,49.4419,15.5442,1.2629
0.0850644,32.1017,12.3337,5.78248
0.0656514,15.7435,18.929,4.96765
0.111737,7.07081,37.0733,6.37503
0.0871509,38.2323,47.3592,1.69998
0.0701481,14.6869,24.8613,2.07834
0.168064,21.1935,26.4626,0.278123
0.0704893,39.464,20.6538,0.935364
0.06515,6.86652,31.4713,6.8326
0.160518,17.0647,15.4861,5.49913
0.0720276,46.4024,19.804,0.0873817
0.0602403,13.2578,27.6151,8.16159
0.0511541,31.6092,31.5249,1.45511
0.0733033,36.0636,25.7209,5.60553
0.0514727,22.8133,25.9776,5.22374
0.0983768,44.6518,48.5579,5.03258
0.0822227,33.982,29.401,4.46564
0.10059,14.8275,30.4073,3.32662
0.0616613,19.8459,32.0254,1.53893
0.0656588,27.6527,9.72662,8.88315
0.0551095,11.0541,26.4913,3.57397
0.0538747,43.9201,28.633,4.96515
0.0579462,29.9709,25.5527,4.79854
0.0527724,3.82982,36.2583,3.30265
0.0794276,7.04399,46.8153,3.94445
0.0644681,48.9867,26.1946,9.93414
0.127269,37.1657,49.1055,3.72206
0.0574408,38.384,43.3873,4.34678
0.0601155,10.3854,37.4805,9.23309
0.0563464,16.2101,44.784,0.46802
0.0626282,17.6327,10.2305,8.21558
0.0548452,32.4141,10.0748,6.61504
0.054697,26.6858,23.169,9.2862
0.151779,27.0282,14.1178,0.829238
0.0677037,43.8045,48.9856,6.12965
0.0655517,6.08275,11.5137,2.42356
0.064596,14.3716,36.5851,5.1623
0.0578596,47.9187,44.0055,5.74707
0.102777,29.6865,1.17497,1.23849
0.0818152,17.018,37.1997,3.24243
0.0559783,36.9492,38.7517,9.56395
0.0542034,25.2908,4.71958,7.69127
0.0662385,8.37894,26.8629,8.01961
0.0555332,49.8398,2.30149,4.53687
0.0780548,8.54665,33.7421,4.41489
0.0534355,32.2373,48.0167,9.90491
0.104558,7.44222,44.1682,8.64784
0.0563334,46.3121,18.8823,6.57091
0.0833312,38.8107,33.2091,4.71885
0.0730006,22.4705,14.4853,7.4474
0.0584346,1.04409,43.5644,2.1505
0.0985795,7.13342,27.9037,6.16563
0.16619,47.142,10.294,6.59467
0.0608883,31.087,44.5826,7.70295
0.155786,43.613,0.136192,7.14676
0.0643868,11.3199,29.2058,6.0389
0.0791418,24.7996,24.882,1.42031
0.102248,12.4326,29.4818,4.59457
0.0682111,23.5514,13.5952,3.11288
0.0924396,36.9104,1.31505,7.71168
0.0672123,4.84483,29.2107,3.5003
0.298187,29.4439,32.5105,2.67618
0.0540799,35.4766,30.3703,4.34949
0.0734606,15.1691,37.9396,5.36183
0.0649168,46.2779,16.7201,4.08315
0.0735407,11.6001,16.3473,6.37654
0.0667254,36.5438,2.6334,9.12033
0.0525195,45.4321,30.5499,3.43236
0.0515548,19.6271,45.5041,4.06572
0.119588,21.5357,25.5101,4.58033
0.0521777,13.5721,46.0383,9.00251
0.108031,1.24854,14.554,8.03478
0.0590539,7.74104,2.96566,6.36749
0.162212,26.7678,38.2925,9.97816
0.0521647,38.3815,15.1924,3.1586
0.0634408,43.3419,41.693,7.17866
0.261077,47.2014,30.3375,8.32406
0.175616,17.7621,23.0894,4.59581
0.0618753,30.4756,28.0183,8.65178
0.116552,0.0863016,22.6808,9.95498
0.072551,14.9526,34.8257,3.27223
0.0570907,29.519,46.1433,2.25887
0.0675537,21.8323,21.1915,5.04075
0.0509148,4.16991,7.78238,9.83171
0.0510859,48.7914,32.4276,8.60348
0.070243,42.3012,42.9664,3.99967
0.152176,48.5295,15.1379,0.1076
0.0777792,39.1015,28.5169,7.84602
0.0900038,21.0355,48.6708,6.38449
0.0849758,7.3852,28.5008,1.63247
0.178859,3.92118,36.2384,9.4345
0.0638741,2.45287,20.8896,6.46246
0.0851836,22.89,44.2865,5.58661
0.053434,22.1337,6.08161,9.92117
0.0535238,25.8713,37.973,5.39981
0.0887619,36.5163,7.06774,4.19198
0.101976,3.55837,29.1557,8.11607
0.0524979,36.8909,7.02291,0.460264
0.0580251,34.3645,8.62854,2.18028
0.0514493,14.7274,42.366,0.560245
0.301182,17.7896,13.4519,6.75139
0.0541768,22.7593,32.9176,6.42746
0.0825538,46.2005,22.6178,4.54957
0.0655124,22.4377,36.3397,7.28407
0.0630695,38.7021,12.1793,1.58522
0.170449,29.733,35.8003,3.72025
0.0794138,10.6609,11.7592,9.24491
0.0760186,29.431,34.7312,7.28632
0.0504517,31.4854,25.824,4.74726
0.123313,48.5677,17.3393,6.50577
0.0843228,29.4927,0.528108,0.820329
0.0784136,33.4199,49.1259,0.489259
0.159712,15.2787,11.1862,6.26586
0.150641,41.5162,7.26126,6.55226
0.0581295,17.9638,0.974981,0.159904
0.0738525,1.541,11.1606,7.86887
0.0579388,22.7694,28.4049,7.43015
0.0829438,43.0948,45.1045,5.01796
0.052076,41.2799,34.5164,1.93065
0.0739635,33.8014,34.7564,9.17722
0.0926519,19.8778,29.4404,6.14887
0.0595004,8.77621,43.3949,5.48815
0.10841,13.2601,27.0533,3.30111
0.0717221,9.83306,9.29151,3.64271
0.0945277,10.6375,37.0819,4.31122
0.0745308,3.59216,1.18356,3.88822
0.0715748,28.6159,40.1197,2.40546
0.077429,24.1935,18.4704,6.01425
0.180684,48.6451,30.3625,7.52464
0.0562915,12.9923,28.3229,2.18076
0.0515454,27.2414,1.75937,3.70929
0.0502597,35.5523,25.8955,0.972616
0.0584712,20.2004,13.9111,0.818696
0.122989,42.0453,46.7116,2.32065
0.0696888,38.1981,5.42157,5.38326
0.070702,5.6,42.2937,4.98001
0.117327,30.9149,12.3789,7.94404
0.053526,2.72561,5.76142,0.569629
0.156972,9.16059,36.4236,7.60792
0.0698211,37.1842,15.0216,3.4145
0.0895817,43.9385,29.9575,4.35677
0.0545213,3.87075,16.7498,9.16404
0.158191,35.511,18.3773,8.23128
0.125901,48.4502,38.941,7.51162
0.0826152,13.0749,36.379,7.70505
0.0545764,25.169,9.80596,8.63345
0.0506937,41.07,21.7684,2.79644
0.0781187,45.7844,8.19194,5.28609
0.0761409,44.504,17.135,8.48461
0.0507894,14.1744,32.0845,3.9334
0.0549011,17.3904,8.60317,9.23157
0.0600755,24.5957,19.3277,9.16106
0.0806127,3.02581,24.1805,4.99241
0.072506,41.7953,8.08372,8.06091
0.0729865,38.1869,11.2926,4.6406
0.0552083,21.0573,36.3156,0.355614
0.0510592,16.1022,28.8354,8.74555
0.0574536,45.0318,45.5082,7.93433
0.0607078,26.9918,48.3071,6.10995
0.0529377,0.199229,23.0732,6.20039
0.0578168,10.0528,45.3901,1.73352
0.051598,28.701,42.4098,7.78676
0.159375,22.3869,43.8132,2.17317
0.0587087,17.7813,29.5221,1.76317
0.0562636,5.53431,13.0743,7.9886
0.0563335,35.1848,9.27217,6.26608
0.0723162,33.3008,27.0189,6.02042
0.0937633,44.1867,25.9965,3.91936
0.0887925,8.59213,49.4483,3.37602
0.0525467,12.1026,41.8494,8.32549
0.0955909,45.0451,41.9076,4.14666
0.0702249,40.6401,27.8629,1.97673
0.0649697,0.89554,15.6345,9.9236
0.0915147,30.6805,17.3809,9.3247
0.100157,9.35928,23.2857,2.4566
0.0870926,3.68568,47.5259,0.574559
0.0581679,18.3217,32.0159,3.57282
0.0510047,21.2975,35.7921,8.40609
0.0855617,34.8709,18.1771,0.776578
0.0555636,39.8355,9.58551,2.84805
0.0759999,35.1343,43.1027,0.211642
0.0823354,12.0612,38.2266,7.92315
0.102833,25.0895,31.5442,0.384205
0.0551704,8.4402,15.152,3.86198
0.0801839,36.0071,10.969,7.82691
0.0605605,40.739,47.5715,2.87215
0.0788827,8.41544,46.2376,7.9772
0.0580266,44.1208,29.1408,7.17215
0.10315,28.327,33.2414,1.30362
0.100491,2.86781,4.42336,0.275115
0.139223,10.9661,0.881653,0.807726
0.0540861,26.4033,45.769,9.09396
0.105924,44.2755,45.3016,2.39655
0.0525481,48.6562,5.14665,8.69968
0.0543121,4.59767,42.0695,1.51567
0.0579641,26.7785,17.6242,2.41731
0.0527361,4.21709,25.3306,0.217051
0.0533506,42.3227,22.0491,2.43287
0.05935,6.16788,29.661,6.80594
0.0504919,36.9505,21.6536,4.14004
0.0625528,13.7506,44.028,9.0913
0.0802335,26.4917,17.3747,9.73115
0.0634782,23.4094,21.8739,7.30254
0.0806115,47.9914,41.4284,7.05944
0.0944294,10.0952,38.024,8.72319
0.0531187,30.3592,41.0176,9.25112
0.0758552,24.155,17.1365,5.024
0.0626471,7.07953,5.01371,7.2929
0.0942759,45.434,24.7267,7.57923
0.068959,18.7223,37.3356,7.90212
0.0604609,11.9199,32.3808,8.06499
0.233678,17.4401,42.9332,4.02794
0.0752741,48.1602,0.594562,7.28633
0.0560667,20.3248,22.4932,0.889683
0.117008,8.23414,16.9856,5.45494
0.0515625,2.64343,18.3757,7.91526
0.0711812,16.2717,43.618,1.38457
0.0536011,43.1829,11.7695,8.51764
0.0992804,22.651,16.6492,5.64179
0.0867296,40.605,49.0295,8.59489
0.0685864,35.8087,4.89282,4.41213
0.108007,37.9166,1.29464,2.15471
0.0534622,44.1088,24.1497,9.46677
0.137697,42.4187,10.3698,6.98523
0.0713246,23.8339,43.8228,3.85171
0.0534298,16.278,2.42041,1.26042
0.0519733,9.30987,11.2394,8.24814
0.0512669,12.31,23.9151,8.04531
0.0730573,21.8523,16.6662,5.39919
0.0653513,25.0077,6.08959,0.183607
0.0563998,32.7035,47.1818,0.742264
0.0987758,7.16666,15.8167,1.94221
0.0663358,45.0728,27.9334,8.22007
0.0766995,4.75409,13.5793,4.03081
0.0546082,14.0324,46.8983,4.10803
0.0821488,41.9433,15.5578,3.4669
0.0740392,22.6598,49.1633,1.12754
0.0579754,26.2347,39.9569,1.9263
0.0542352,24.8434,9.63376,8.69178
0.050849,27.384,25.0032,1.96475
0.0832085,16.148,35.117,4.62848
0.0873033,22.977,7.14342,5.67957
0.0510498,19.4912,31.305,9.95482
0.051175,36.4235,34.3521,3.44008
0.0705729,28.207,23.699,2.37363
0.13989,24.6547,8.30511,4.77689
0.17761,11.4301,3.92853,0.258833
0.0934688,1.15161,25.1272,7.02739
0.0642763,16.9159,47.1661,6.53923
0.0606537,8.12184,33.4701,9.37787
0.223234,2.31558,14.1273,4.92968
0.0985942,32.9938,12.7702,9.94744
0.0652144,7.50847,23.2039,9.8964
0.0606291,5.22801,1.81083,2.44345
0.0819867,25.0621,24.9407,7.17403
0.121927,19.3295,33.6527,7.77192
0.0672707,18.5073,27.5856,1.96715
0.321575,42.7591,20.556,3.6696
0.0516144,49.4845,10.1396,6.87606
0.466028,48.7544,3.46947,6.90111
0.057348,32.1156,42.0716,6.86835
0.0504618,45.321,0.614022,1.94946
0.0519738,17.3291,19.2559,3.28501
0.0986037,21.0539,31.6819,5.15108
0.0772672,12.7034,23.6508,9.35807
0.10171,23.6474,14.8664,1.391
0.16502,27.8667,21.228,4.33509
0.084137,26.7886,4.882,4.32116
0.0739604,15.8638,30.173,1.88022
0.0954315,3.94788,23.5707,5.06964
0.0697279,8.39044,31.8093,3.95644
0.0549817,30.9829,5.00258,4.78792
0.052745,31.2516,31.5759,4.67915
0.0928046,1.10849,32.4333,3.64887
0.488115,31.0425,35.8078,7.43658
0.0607447,23.9968,44.6424,1.49064
0.0991691,2.5384,41.5146,6.11487
0.0507877,27.0474,34.2031,6.23989
0.0764501,33.0442,13.7939,6.82797
0.056646,21.5877,24.3509,1.70762
0.0588564,34.6928,29.3332,8.55324
0.106942,15.2138,7.59201,1.25089
0.051156,14.1754,39.9232,1.27902
0.087353,48.6503,49.1036,5.16952
0.120867,49.8654,0.293764,4.49389
0.0555795,37.6606,45.7849,4.01816
0.0516961,9.64187,47.1282,9.32587
0.05499,42.583,36.5645,4.00558
0.0502463,38.3773,43.8204,5.55393
0.0581371,22.1129,6.73645,4.56202
0.0574753,46.685,20.6764,9.52621
0.102686,32.0927,34.3019,0.239945
0.196173,39.9748,12.0985,9.81735
0.0561125,10.9279,48.059,0.872297
0.0522645,49.6478,25.1869,9.06407
0.0549691,34.6234,32.2324,9.1548
0.0706189,9.79183,17.6519,2.25482
0.0961694,20.802,18.086,5.89443
0.0537509,9.35898,1.937,6.67527
0.106004,2.15757,27.4275,1.97382
0.0716812,20.7417,10.3234,8.94545
0.0875735,6.45636,35.8195,3.48545
0.0682829,40.0557,33.6162,4.8271
0.234677,46.8493,21.3899,3.70439
0.0565065,17.3537,16.3317,8.53782
0.105532,4.32955,23.5421,0.683202
0.0680701,16.6474,26.4875,8.21149
0.121543,11.2163,20.4743,3.12607
0.0531825,28.2529,46.0181,1.02569
0.0910165,26.0822,41.7963,6.09246
0.132114,4.18393,31.2688,8.34199
0.0772421,30.3923,35.237,8.23086
0.101591,23.5071,40.0616,1.56704
0.0758195,49.7425,36.9929,5.46004
0.0882437,18.1176,7.69665,1.17654
0.0625729,1.14153,46.9671,0.0581549
0.050354,4.44038,45.541,6.0336
0.0601743,22.9384,8.68971,0.587832
0.0526546,44.689,39.1579,5.10006
0.0684004,19.8977,17.9299,4.71153
0.0919168,26.9563,10.6066,8.28744
0.0535061,32.6555,20.2291,6.74224
0.13083,33.0153,40.5817,2.28142
0.0667119,25.3124,11.0296,5.31754
0.0819944,7.28735,35.0696,9.48946
0.0867493,1.46802,5.14187,6.6629
0.190086,28.0823,14.1418,4.5639
0.0627992,18.2042,24.0133,8.1679
0.0865747,15.14,10.8939,8.92589
0.0522939,43.8723,22.2001,0.828027
0.0525509,7.65222,31.0132,1.64773
0.117397,44.3735,5.36092,1.87462
0.0851002,14.3747,29.197,4.60617
0.0729887,26.0287,34.2113,3.74997
0.109125,47.8318,33.186,9.18531
0.10131,49.5723,11.0195,7.5268
0.0748255,37.7814,42.5655,1.79588
0.101035,23.2048,42.6991,4.60573
0.0707399,28.5769,17.6763,0.866083
0.0585889,38.6632,14.1287,0.227613
0.0841266,17.1363,45.6343,9.83599
0.0675192,36.575,42.8218,2.20723
0.0512742,14.3366,45.4716,2.21275
0.073647,17.7463,39.0723,2.01701
0.066428,31.24,11.6309,5.14204
0.0544449,32.2355,8.39653,7.12461
0.0589918,13.908,24.7016,0.0245968
0.0855385,35.4708,41.8154,1.29935
0.0791221,40.0093,10.6232,0.513568
0.0578983,7.73765,40.4308,3.9812
0.0579505,32.0573,32.7069,5.7521
0.0653911,1.22264,32.9417,6.68
0.104481,3.05672,41.6347,0.45936
0.0623341,24.534,8.23172,1.35804
0.0698874,49.9,17.4893,5.06653
0.0763427,20.2651,31.7636,2.74392
0.0847959,12.3237,20.2098,8.8942
0.0510869,25.0658,31.9014,3.38753
0.0880232,1.94345,35.8053,7.36082
0.0881655,31.046,40.9848,4.61322
0.0879683,27.9618,9.21758,6.38375
0.0861214,13.4066,6.3842,7.95406
0.052803,35.6773,41.881,8.93679
0.0709991,31.0212,39.824,5.18033
0.0579443,35.1396,14.1478,4.20766
0.222444,9.27471,32.0911,1.96196
0.0620171,41.4863,15.8174,6.51924
0.0865301,35.8919,33.4708,3.36931
0.0623302,12.6732,46.2984,9.75618
0.0860306,18.9235,45.6102,2.19198
0.0546691,0.471679,23.8645,4.7391
0.057244,4.39794,46.1234,8.7946
0.06038,46.356,11.1499,9.26729
0.0780899,4.98821,18.8466,1.34237
0.0649646,6.17908,9.94586,5.88951
0.0507883,47.8035,14.5852,7.24037
0.0521263,15.2986,28.3811,2.85487
0.05284,1.47338,24.3921,7.09498
0.0677683,23.3442,22.0168,0.411215
0.0597141,31.1786,30.0238,4.80187
0.0596324,41.8576,27.093,2.57871
0.0676273,35.3746,22.4181,1.86378
0.0612936,12.9137,10.8293,3.67018
0.135214,11.854,10.8349,9.0767
0.0678985,36.9888,2.61174,3.48369
0.0563645,36.8045,2.16347,6.07891
0.269924,15.6801,2.90602,9.56582
0.0565607,26.897,33.4084,6.33402
0.0561732,49.6304,18.3007,4.68291
0.155579,34.3995,4.17144,3.82391
0.0729096,9.68077,1.01791,2.26692
0.0798184,7.34356,49.9505,8.51835
0.0674201,41.5545,18.5984,5.28743
0.0616776,22.9232,4.69047,7.57173
0.0744387,31.2079,44.16,0.569099
0.0981326,2.11384,10.8154,2.34782
0.053229,24.2321,27.8947,9.12061
0.0565789,49.615,13.1867,6.57287
0.127539,7.94535,19.8274,2.81158
0.134579,29.7293,21.2479,5.2878
0.102331,36.7339,0.554061,4.72759
0.099264,14.5563,43.1382,0.44097
0.0784929,29.1001,44.6405,5.69106
0.110868,0.920438,2.61036,4.88502
0.0637061,30.9902,42.7775,2.24264
0.0589984,4.07124,14.3785,3.64762
0.101665,18.7057,5.30274,9.40151
0.0803132,29.5969,8.59159,1.1922
0.0573533,33.2313,45.2566,3.70743
0.0825088,31.2576,30.3543,8.62793
0.102234,14.1291,12.3186,2.88244
0.0642507,47.5231,18.2651,0.469716
0.0824262,27.8499,13.1121,1.03922
0.0601913,34.4331,46.13,4.555
0.0885435,10.934,7.5561,7.39158
0.0793456,30.5796,40.1217,4.54718
0.0578359,15.9799,29.7494,5.35254
0.128437,8.23858,47.7034,5.49047
0.115316,22.0889,8.76761,0.525806
0.357403,49.9386,14.772,5.04903
0.0756348,46.8443,36.1991,3.18622
0.0549409,37.2483,37.8406,2.6984
0.0532114,16.1004,6.85135,7.55355
0.0682386,46.1967,28.657,2.6865
0.110338,25.6011,9.55939,2.36731
0.0608575,23.4449,25.0249,6.7479
0.0929777,12.0567,13.1544,1.88015
0.0531946,9.37082,13.1555,4.39547
0.0764954,11.7131,23.3967,4.00782
0.0791233,27.9278,2.43641,6.72943
0.176269,7.14785,6.75126,1.19681
0.0532722,48.9567,29.0009,1.89529
0.0714679,23.8259,18.8171,2.08387
0.0507978,21.5759,18.3631,6.65203
0.0762655,37.1649,38.0216,1.83941
0.0605429,10.0053,49.3302,3.71117
0.105828,1.66015,28.7955,9.1048
0.0545188,44.6633,8.50336,2.98542
0.0638609,28.3087,9.79674,6.4551
0.0708018,28.3989,16.3677,9.95819
0.0684479,10.8067,13.0133,9.65823
0.108145,10.6008,34.888,5.5311
0.251453,10.9844,17.5732,2.54143
0.0910649,30.6558,22.0478,7.42168
0.0507102,11.7865,35.9722,3.92466
0.0571669,48.1116,0.412187,5.29446
0.083419,29.2272,3.70543,4.87945
0.051328,18.4623,15.0863,8.18194
0.0607825,2.34996,11.8454,5.98282
0.29631,0.536875,10.8453,1.099
0.104391,11.4953,19.848,0.498767
0.0625935,47.5712,20.5558,9.74563
0.100252,14.6522,42.5737,4.72697
0.117421,3.28846,44.0381,6.55673
0.0567058,46.4051,0.21965,3.97722
0.0742535,3.96172,20.0116,7.1352
0.0566555,12.7125,27.8592,6.38605
0.0719806,28.4273,30.1113,4.32756
0.0940191,9.57769,30.2958,7.09377
0.087268,1.38066,6.13817,2.54789
0.0614843,16.2425,7.69602,6.44816
0.0588574,1.29893,10.4312,1.68332
0.0669628,31.2805,48.2294,5.96447
0.08708,0.688783,17.3163,4.98167
0.130378,36.8573,7.86277,2.66143
0.0618708,38.9221,30.4338,1.09457
0.0851098,2.16105,44.9437,6.397
0.0713768,7.10052,10.2663,6.41965
0.0657998,23.1849,34.0137,0.271361
0.0536892,37.6569,13.0574,4.30215
0.0514598,34.522,19.6898,3.63164
0.0834056,19.1755,49.4507,8.87821
0.13583,9.50876,40.4992,5.64454
0.0549525,9.5059,9.33743,4.41439
0.0521516,8.29592,10.3292,5.25044
0.0755929,48.336,0.754525,7.11469
0.0913671,27.2902,32.9174,7.53694
0.095753,1.06271,0.166418,8.61392
0.0524475,5.89071,19.3173,2.39154
0.0677397,24.9016,7.5317,4.9765
0.0686286,36.7304,40.2715,2.26323
0.112975,7.73252,20.6629,9.5565
0.0587999,18.1135,32.0374,0.631465
0.0585896,24.3145,49.5502,5.55176
0.223289,23.205,10.3038,7.03173
0.0546957,45.0589,23.1367,8.45048
0.135008,11.2382,17.5694,8.67262
0.0559892,47.9234,3.25887,2.59398
0.0704579,30.1734,4.51154,2.41838
0.0641722,44.913,19.5654,1.62049
0.0654918,3.41668,12.3749,1.28508
0.0665994,7.11793,14.0343,1.77625
0.139526,22.1205,36.8706,1.14504
0.114268,26.5083,22.0909,5.37564
0.137861,42.4515,11.4897,3.79615
0.118345,12.054,36.2442,2.60598
0.0544356,47.3509,38.1828,7.3487
0.0621055,48.4731,27.3046,8.92767
0.0541525,26.6498,23.9586,8.0221
0.0619042,10.8875,2.02703,3.98777
0.0524031,46.1936,4.89042,4.26293
0.0852954,23.5809,1.11563,6.6856
