Diameter (m),x (m),y (m),z (m)
0.0745131,23.1062,45.6549,8.64703
0.310007,16.666,3.15094,0.644401
0.0544041,43.301,49.4982,6.98953
0.0557091,30.3101,49.1784,3.08333
0.0859493,22.939,36.7492,1.04846
0.0626828,23.9355,43.2079,6.13616
0.0647263,22.4108,38.7547,2.13934
0.0783547,8.55343,7.8563,0.203221
0.107312,24.183,8.54974,1.22773
0.0593758,42.3873,20.3537,6.41197
0.0725263,31.3492,27.4021,5.0751
0.0842462,17.0447,15.5176,1.43025
0.101088,11.2132,11.8406,4.13044
0.070329,30.0226,37.2493,5.9619
0.0681803,38.9016,43.7324,1.23026
0.0523057,1.88271,42.7722,4.7288
0.0552571,18.24,36.6979,7.28513
0.050327,40.8286,18.892,8.05718
0.0869165,13.7057,0.651698,9.3588
0.134624,40.9913,20.0597,0.206168
0.0512798,41.8768,45.9634,8.90417
0.0632921,1.13404,17.9679,9.95219
0.0537395,6.98129,7.97581,4.39766
0.0827711,44.664,11.5969,1.82062
0.0618089,3.97281,46.7098,7.39339
0.0716246,7.35578,28.9655,3.24296
0.0835614,49.2095,37.6087,0.800858
0.0548386,1.08193,28.0184,3.87678
0.0620416,1.14378,32.7947,6.48557
0.0728719,37.9531,8.50997,9.37127
0.0570528,31.1487,46.525,5.03501
0.104821,15.8168,16.626,4.72746
0.0507643,30.9079,26.7547,8.96333
0.0517845,12.6797,4.93005,2.30634
0.0628175,9.31502,43.3413,7.62881
0.0508159,23.3335,1.62019,5.04814
0.100892,5.78072,18.7747,8.05887
0.0743795,10.8214,45.7455,1.61469
0.0834615,44.855,20.9894,3.6679
0.0503935,14.3534,15.8043,3.82547
0.0554072,3.22019,17.5218,2.05188
0.543177,35.135,44.6619,5.62718
0.053614,43.1665,43.7159,7.14122
0.0545142,5.8222,17.4632,0.0388781
0.0547845,25.9493,8.13086,9.63522
0.123586,36.0905,5.98016,3.04502
0.139409,18.3756,17.5329,5.26023
0.148631,16.1321,20.5986,7.56916
0.0779531,40.4158,2.52567,4.33069
0.053886,30.2733,23.7464,3.13978
0.0520745,19.8384,8.22306,9.66756
0.0734162,16.586,46.8552,0.68353
0.0582532,42.4934,28.827,6.02281
0.0815857,13.9906,25.5767,3.15684
0.0821651,0.364549,27.2333,7.50602
0.0697314,8.96199,14.9203,7.48015
0.058371,14.9965,25.7288,3.91168
0.0516304,17.0227,32.279,3.13263
0.0673061,16.068,9.25583,2.73954
0.0759198,4.3845,27.6619,5.45613
0.0511519,22.0886,20.9372,0.308077
0.0915703,11.7495,31.942,8.34948
0.0538685,34.5337,44.4354,7.87032
0.0606971,25.148,22.3629,2.49986
0.0625018,2.76054,10.1934,0.630268
0.0699578,38.3564,25.5316,0.129764
0.054759,42.1879,27.1549,7.87085
0.35667,33.3817,11.8465,8.18146
0.478339,32.0414,9.07798,1.08516
0.099075,2.73883,21.4244,0.979832
0.165983,31.1493,0.82799,0.727331
0.0512023,39.2888,25.2615,1.82265
0.055454,39.75,13.4184,8.60845
0.0537457,33.3078,31.4314,6.95736
0.0506557,25.7519,33.9166,3.43952
0.211245,32.6633,36.8928,3.13035
0.0628979,19.7631,23.7298,8.78082
0.05014,38.0361,28.3611,2.44657
0.0910345,3.92277,20.8349,4.48829
0.068608,34.2529,45.4287,3.60601
0.0673221,35.0371,35.5855,5.63894
0.0710075,48.2694,29.8054,1.82464
0.0515539,25.7558,22.2537,2.22769
0.0715575,8.19467,20.0958,9.17138
0.100705,6.31512,27.4655,5.56653
0.393983,18.2441,46.9069,9.38122
0.0611582,27.8353,17.359,8.88184
0.0532662,8.36248,20.2082,3.12396
0.101222,24.9656,23.772,9.23411
0.0636394,19.4886,49.5844,4.59943
0.0590165,9.21948,16.5382,4.20029
0.0711803,33.7364,29.4274,6.9817
0.0550251,33.6911,23.0954,4.85963
0.05837,5.92167,43.9254,4.30545
0.0740476,26.9026,39.7521,6.35438
0.0890699,8.39556,24.9434,3.4548
0.0684411,19.3273,29.2173,1.52314
0.0766687,33.5668,16.8025,1.25119
0.0677776,13.1741,37.4977,2.54683
0.0710495,8.6811,14.9753,7.39789
0.0635437,39.7511,2.2679,0.638709
0.0938853,49.3928,48.4709,5.50948
0.0706308,24.026,47.5754,8.32425
0.0690991,22.768,46.2239,8.61371
0.0899995,21.8961,36.9844,0.964122
0.0608624,41.465,42.6743,6.70526
0.0513172,27.5193,37.4322,5.35975
0.115508,23.079,14.5231,0.149236
0.159247,15.6881,36.7431,5.41937
0.0621381,13.2857,8.16217,1.25356
0.0620237,42.0528,14.9371,5.22934
0.0761274,35.1428,28.3161,1.29933
0.054907,29.626,11.7912,8.90677
0.0573177,26.6277,0.389314,2.74229
0.0669923,28.9105,41.2377,2.45349
0.0700233,45.3167,6.79616,7.34303
0.0805096,7.90527,38.2825,7.95582
0.067858,15.9782,33.5719,3.78864
0.0559655,3.23869,12.5808,9.89885
0.0605851,43.7908,1.90843,6.65806
0.0615333,41.799,32.0859,7.66
0.0795384,46.8145,47.0014,6.95854
0.0581277,1.52579,49.2285,3.0273
0.0770589,22.3476,21.8576,2.79634
0.0565577,13.0394,0.182251,7.65067
0.0819549,18.8181,46.2542,5.53332
0.0923668,27.3346,9.58582,6.03257
0.0546676,31.472,43.653,1.08468
0.206935,24.6276,15.9474,8.74109
0.0865746,33.3296,41.4302,6.04599
0.0798152,46.516,41.9406,7.08795
0.0640916,29.4963,32.9248,4.24849
0.086335,44.7876,33.0295,8.30495
0.0502853,43.5026,41.8203,4.28692
0.107128,49.1743,31.5649,8.06396
0.081638,22.8135,19.0348,2.53635
0.0553794,25.4552,2.93159,5.53859
0.0638564,28.2923,37.0069,5.11941
0.133271,36.5944,47.8066,3.95519
0.100006,32.6267,8.77368,9.48279
0.360972,33.0609,8.81352,8.99281
0.066843,23.2211,2.27661,0.95969
0.0680834,3.87091,39.4012,4.61718
0.0569128,6.44898,30.4687,2.00882
0.0731009,22.9936,4.83236,6.51007
0.0705056,48.82,6.89183,2.46636
0.0536018,32.7598,42.9096,5.84251
0.151047,16.0921,37.2317,1.52877
0.0603899,35.0078,40.8364,7.13222
0.111994,27.5841,6.10656,0.684649
0.0581878,30.129,39.8934,9.06097
0.0529692,33.2137,0.112489,6.73997
0.0628058,47.9144,34.2987,0.56359
0.0791768,40.5274,1.34932,7.7563
0.0523368,8.17562,28.0007,8.36834
0.0577017,13.4654,45.2907,2.0463
0.0927772,14.3056,40.9482,7.54897
0.0603951,17.5175,32.7933,6.22786
0.0676853,4.07311,21.6975,6.78759
0.0695687,16.3046,8.52044,4.15114
0.0675534,19.9495,4.84505,3.98119
0.0969312,14.3866,30.9779,6.00497
0.0780295,39.0103,42.2346,5.5338
0.0564572,20.7906,45.1131,6.8007
0.0553112,28.343,30.0488,5.7153
0.0564993,1.52823,19.8247,7.86728
0.0561335,9.87969,14.7983,3.38504
0.150417,46.9125,48.9841,8.49609
0.0590186,20.4594,23.0145,8.90207
0.0578978,6.4317,18.0693,8.19202
0.0655368,13.4948,32.306,2.88584
0.0516862,43.9745,21.7625,0.945074
0.0789718,32.0883,40.0666,6.46194
0.156048,48.6013,36.3823,5.13477
0.0644583,39.1635,1.54564,0.930068
0.0565919,45.7684,37.5158,5.83038
0.0991665,20.1225,27.9475,8.23859
0.0820532,14.3611,21.4206,7.32875
0.0686991,30.9426,49.3749,3.65127
0.0552251,21.9221,8.45954,4.41882
0.136801,12.7666,46.1133,4.31939
0.0627099,1.12293,4.91165,8.76071
0.0717511,18.3615,12.9626,9.62618
0.212488,23.4014,16.9245,0.116448
0.0526626,18.0628,2.08836,0.734288
0.180033,44.9309,13.8097,9.18831
0.0599845,9.73677,41.7186,0.172569
0.12564,8.49025,26.4459,2.31304
0.065498,43.379,27.8304,0.623639
0.0619204,28.2158,42.3614,2.57645
0.0743666,35.7013,22.5283,9.35207
0.0634816,27.6483,0.622039,8.09227
0.0633964,49.7339,34.3909,4.89541
0.0570152,12.3407,39.6352,7.99195
0.0791719,14.6113,44.463,1.54615
1.11905,10.6123,7.10233,1.65865
0.0577372,44.564,45.4488,5.08323
0.0851659,6.33921,21.4944,3.42428
0.104167,37.8392,42.4372,4.41589
0.101801,42.0361,30.9258,9.6699
0.0878013,43.2415,37.4988,2.1372
0.0925948,1.92006,21.0492,9.44611
0.0807957,44.8273,13.7954,8.14863
0.0596998,47.8589,41.3212,1.01922
0.0806108,16.9929,45.1838,7.95794
0.0723936,20.1931,15.1472,9.3936
0.0957013,35.2631,7.9978,4.62548
0.0563932,36.18,26.0991,3.64332
0.0629597,28.8001,30.1371,2.68877
0.0564286,23.955,38.6943,0.306066
0.059234,24.8042,3.48854,7.9173
0.135761,12.7509,40.0775,0.715773
0.0644205,48.0042,33.7878,4.53324
0.0631968,19.0608,21.3467,3.55047
0.155441,0.0329704,41.0764,7.65445
0.0565005,33.2914,24.1259,2.25361
0.131051,20.4113,16.0082,3.34808
0.0689764,3.59664,29.7784,7.03301
0.106488,1.73576,42.627,7.1134
0.061747,2.72578,9.96883,4.24614
0.0803289,37.2636,38.347,9.00683
0.0918095,16.1676,21.4714,0.727287
0.0524583,17.0289,35.0321,4.27746
0.0557007,29.1666,40.0759,0.611405
0.102789,37.0684,12.8405,5.94076
0.0874592,16.401,38.0176,3.10306
0.0515547,31.8777,21.2818,1.34574
0.0719567,45.0992,17.2074,1.84719
0.0615916,37.4079,42.2202,9.01311
0.0944917,8.73708,24.0617,9.61307
0.067364,14.8978,28.5994,1.18182
0.0544511,28.4843,48.7223,0.102636
0.0594457,12.0447,1.9836,7.63126
0.0572883,31.1446,7.0068,3.78921
0.0521423,14.1699,21.8982,2.68813
0.0681365,17.3969,19.3303,7.83403
0.0886392,41.1493,14.984,9.42509
0.305014,49.6436,7.96383,2.12953
0.115637,0.609299,38.6548,5.85819
0.133578,0.905996,10.8618,0.614511
0.0717063,33.4931,37.4637,1.75207
0.0699456,24.534,23.0578,9.15146
0.0592459,37.4213,4.45425,1.66976
0.0557196,3.95579,10.2113,4.80916
0.054578,46.9143,27.2101,8.33448
0.0656835,47.2497,34.0062,3.88425
0.0938775,2.81092,30.2647,7.98055
0.0771642,43.5127,33.5713,4.16785
0.0539709,26.6032,38.6533,3.73799
0.0659627,12.3578,27.4467,0.875213
0.0561037,15.4675,1.67366,2.18072
0.106957,0.984689,38.3233,7.84375
0.209924,7.13519,49.9703,6.48381
0.0552051,10.9438,14.1726,3.15861
0.056747,20.3968,8.77932,5.64405
0.063127,44.1649,5.30425,7.13648
0.0699372,43.3784,27.3672,0.686798
0.0501978,6.23539,25.1809,7.1488
0.058661,1.61306,19.5918,1.63549
0.0518272,10.6689,26.2976,0.42749
0.14433,35.9663,39.7597,5.19496
0.0534069,14.8989,26.5829,5.01913
0.0526484,24.5399,43.5967,3.11367
0.0747979,8.58694,20.9379,7.93857
0.0528657,28.3739,13.4521,4.28506
0.0725718,14.0034,24.7462,2.37853
0.568357,29.4785,14.2239,7.68188
0.0895912,32.021,7.78218,2.40609
0.0696404,31.4098,2.57905,2.34013
0.0519256,38.0467,13.8788,7.22139
0.053073,5.63717,18.8442,4.83969
0.0519469,27.4388,1.18595,2.31065
0.129019,7.73146,30.542,9.59503
0.0671923,33.0045,26.6126,7.76347
0.052245,12.4931,45.0628,7.63057
0.0659525,38.2101,10.3216,2.81622
0.0547259,1.35709,48.6818,0.330144
0.0734159,40.4816,0.275013,7.87665
0.0630443,29.9777,22.3779,2.26542
0.062178,23.2622,31.3085,6.26733
0.0601342,11.0348,5.59377,9.72111
0.130042,17.9559,41.2145,3.73314
0.0512096,28.2058,10.9485,6.93775
0.0509439,31.8176,42.803,1.3777
0.0529635,42.082,2.63643,0.520722
0.0616129,38.9463,43.0968,5.21954
0.228038,32.3465,32.1284,5.71395
0.0869746,45.3499,33.8021,2.6086
0.119941,22.6533,23.4362,6.69337
0.0647569,9.66691,12.8197,2.11141
0.0808754,26.07,11.4791,3.25034
0.0689568,41.2261,17.7007,9.24916
0.0864535,12.9116,36.7658,9.29944
0.0834543,40.4465,8.31545,6.97343
0.0687138,30.3622,6.87114,3.40834
0.0519155,10.1346,26.1384,5.52341
0.150449,48.9412,24.5383,1.0543
0.0640182,19.528,49.6264,0.779476
0.0758578,32.3248,35.2325,1.5529
0.0692316,14.0044,14.6834,2.28007
0.0672842,11.2175,14.0502,0.557551
0.0545506,39.9315,23.0683,4.62049
0.144382,4.10512,31.5904,4.11583
0.0729938,29.3819,10.5434,7.4235
0.0891762,36.7989,44.5129,8.28652
0.124345,25.2861,37.9634,4.96717
0.161245,32.1212,27.967,4.11507
0.0695798,36.3886,35.1716,9.55647
0.119239,24.8078,23.1186,1.68214
0.050365,43.43,9.56394,9.02579
0.0743681,46.0544,15.8368,2.95733
0.320204,9.25864,37.7411,5.32559
0.052022,41.7173,49.7635,1.25646
0.0757204,19.4345,36.7911,7.06858
0.0758698,3.22755,47.5495,8.37757
0.0525851,1.32775,35.7441,5.40548
0.068264,31.3873,7.6263,6.44635
0.133607,15.8243,21.8428,1.66575
0.186555,27.5058,36.5717,9.19429
0.137831,37.1661,16.1938,2.19735
0.0570806,17.8808,38.6655,6.37533
0.161541,48.738,29.2018,5.67752
0.084977,46.9858,27.9694,5.45938
0.0637541,22.2317,38.9524,2.99448
0.0558373,10.4024,22.4259,9.47583
0.100892,0.529844,7.80528,8.50088
0.066224,28.5681,19.165,8.9476
0.0714463,0.503307,15.1119,8.21857
0.126836,49.4561,16.4436,8.55959
0.0725151,28.653,8.50432,8.54469
0.074266,9.47613,13.77,4.99467
0.0544678,11.203,49.6582,3.54908
0.105948,45.5672,0.761026,1.39561
0.123065,4.29554,0.565723,3.9205
0.0776822,33.7055,46.9073,9.71489
0.0509031,42.4335,31.8921,2.08802
0.073144,16.2955,29.7556,4.21969
0.0691157,15.4441,13.1314,5.12555
0.0611992,17.1783,1.39125,4.89631
0.0644729,37.0591,15.8129,0.795888
0.0950244,33.3787,37.9445,3.49514
0.0671481,16.9981,48.279,0.0707937
0.0807693,11.1462,39.3885,3.81748
0.071427,8.72395,41.4886,9.74766
0.0860676,4.32568,14.8998,0.0232626
0.0522009,28.4168,26.8606,8.97452
0.148815,4.70688,35.6449,2.63564
0.0539481,14.5797,20.5039,9.63963
0.0561755,2.51529,11.7179,9.97863
0.101152,39.156,11.8674,1.35448
0.054814,26.9575,25.121,6.43471
0.0542509,40.1694,19.724,3.77181
0.0881382,35.5439,39.1961,2.00583
0.0619362,8.36982,44.1098,2.94628
0.0911224,42.2746,39.585,1.22486
0.0537261,17.2403,6.42294,4.69635
0.05426,26.5434,13.8187,6.61944
0.106476,29.2743,10.5381,4.21676
0.0857075,5.20607,3.23113,2.50044
0.0503353,25.6028,39.8739,4.07892
0.0731422,32.5978,41.5301,1.08197
0.0528966,14.9724,5.90983,8.41309
0.0678541,37.8163,22.6038,9.28153
0.0569958,37.206,28.9602,4.99685
0.0505128,29.853,1.50445,5.0921
0.0621333,21.9185,25.1701,6.23688
0.122825,7.4319,37.1587,3.06347
0.0789087,4.92382,30.4324,9.88934
0.0772087,35.7099,32.586,4.51771
0.066582,28.2322,18.4142,6.40529
0.0581853,11.8452,17.0485,6.87047
0.054904,49.2151,10.6217,2.54606
0.0587081,13.5823,26.5657,3.62924
0.0957592,15.999,12.5847,7.04571
0.0970972,3.77805,24.5099,2.92524
0.0685534,49.9134,12.7941,0.571239
0.0634651,15.879,28.757,1.64359
0.0590772,10.6643,34.182,6.78568
0.0979853,33.8982,27.9391,2.24385
0.0700138,14.0457,0.729598,1.19258
0.0790843,10.6307,44.7734,0.116546
0.0770931,49.9099,20.6814,2.94493
0.177994,46.2298,49.1867,5.53559
0.0741107,1.06821,49.8013,0.646653
0.0536901,9.96196,5.42839,9.56306
0.10475,33.8764,31.1336,6.63331
0.216105,39.9034,27.0827,0.925885
0.0589475,0.155023,12.4895,0.406175
0.142281,26.1322,22.4811,3.89067
0.0933217,9.67856,10.0259,4.04564
0.192951,40.9691,39.5045,5.00002
0.0608394,9.85463,47.8643,4.35578
0.0926524,23.5491,16.8557,1.80276
0.187437,16.0022,39.7133,1.40098
0.122256,40.7011,8.05947,1.80383
0.0619812,8.59916,21.8806,0.0149773
0.102071,48.18,31.8822,2.11174
0.0536007,6.93992,38.5012,3.59116
0.122338,17.6303,25.4731,2.02235
0.191435,38.0961,14.3382,4.69405
0.0614547,48.34,12.959,2.68696
0.0754991,34.2257,9.45641,7.00606
0.0561512,32.682,43.9655,6.8053
0.134477,6.72309,41.2301,9.02194
0.057794,30.4703,12.8369,7.74702
0.14431,33.7072,41.2898,4.93726
0.0999276,46.7369,39.8947,8.99752
0.0504929,21.1816,45.9798,2.25715
0.0737679,38.9583,22.2904,7.26513
0.0591978,14.1549,6.16143,1.62646
0.0503657,14.2422,8.58335,6.21576
0.0761791,19.5898,23.7865,8.26069
0.10949,24.1905,47.0244,7.5778
0.0609691,2.77793,3.97473,5.20703
0.0622422,49.8163,1.81321,7.40561
0.0503237,5.43969,4.89874,5.0566
0.125764,24.9538,18.8991,1.04463
0.373093,15.4997,17.2455,5.91898
0.0639821,30.3059,10.7242,8.55859
0.0713448,11.6946,27.605,7.9637
0.0572176,12.3341,29.7856,9.50792
0.0612163,3.50012,41.9564,4.23494
0.0554027,17.7759,4.51659,9.77571
0.0646235,38.4292,13.9958,5.58864
0.0898395,11.2305,14.3476,0.405278
0.10161,34.3095,3.76878,9.41896
0.0610497,37.444,33.7568,9.3435
0.0634025,35.8079,42.7923,7.72359
0.141587,13.0221,40.637,6.07849
0.0562428,44.8159,34.4721,8.53168
0.0661905,48.2977,6.08071,5.72473
0.0848077,1.26239,29.2858,0.256194
0.0703444,12.4307,25.4581,0.62659
0.0572106,26.9277,10.4485,6.33118
0.0798802,34.2727,0.441929,6.02943
0.122455,8.57731,39.39,2.78217
0.0532146,44.2042,1.05012,6.1483
0.0729811,1.64727,17.9677,4.32862
0.0506601,31.7237,48.9207,3.28373
0.0995914,33.4345,49.0653,6.71967
0.152246,45.7721,5.36988,0.492297
0.0577398,27.1547,44.6913,2.58045
0.122942,2.81171,43.3131,4.97343
0.0705017,47.0015,19.3657,4.67185
0.0565614,27.6587,45.0971,4.38065
0.0512625,28.802,24.0623,1.65009
0.0637931,37.7584,25.3409,0.209964
0.0554249,4.61104,34.9136,5.61747
0.0556011,46.7483,1.94631,5.43341
0.184319,23.533,46.3237,6.80845
0.0598789,44.9238,0.693626,3.07407
0.166129,1.22497,21.3016,2.16855
0.0805572,46.3956,48.0855,5.48232
0.0679441,11.9699,1.8747,6.07258
0.0687071,49.41,30.7393,6.29761
0.0911279,35.839,22.4862,2.62797
0.0585901,4.26279,19.6601,2.22985
0.0714647,1.6636,7.81669,6.15945
0.0627367,24.2869,40.5321,2.87154
0.090601,18.5333,34.7469,0.771056
0.0681924,40.6151,2.15851,7.06366
0.0500235,45.3508,20.3993,0.0391616
0.0500883,10.8842,5.77047,1.39348
0.0521563,47.3034,27.1872,5.11766
0.0900871,43.0788,7.5847,2.2404
0.0632562,27.5251,12.6692,2.27576
0.0618057,46.8384,21.7615,3.01171
0.0848333,29.3875,46.7624,9.59426
0.0945697,42.3959,46.0087,7.23477
0.0946291,33.29,14.9971,0.13873
0.103327,34.9346,37.459,5.36551
0.0745966,1.81523,30.2426,6.82453
0.0555091,36.7721,28.1797,0.174756
0.0519345,35.3946,25.6764,6.33974
0.146986,18.0764,44.968,8.45958
0.181703,20.6863,12.0202,6.3609
0.115802,17.4422,41.4676,3.0206
0.0753983,19.179,29.7848,7.8398
0.134365,32.2818,31.7331,6.62551
0.0559424,28.5619,26.0255,7.28078
0.0508684,2.21104,26.404,6.67908
0.0509339,4.59185,40.7848,7.86576
0.218797,29.572,46.9762,2.06071
0.0500901,12.365,43.157,7.21337
0.122225,3.17576,29.5563,5.13202
0.0650055,44.4578,20.4545,3.78149
0.101752,47.4406,6.36505,5.09257
0.0543855,18.813,23.6205,5.25446
0.0582227,10.6358,2.04292,5.90498
0.0870802,29.7905,41.7369,8.8365
0.100006,4.65521,12.8275,7.29302
0.0510507,1.12982,30.8233,1.52692
0.0502985,32.2367,12.5864,5.90081
0.128519,27.5779,3.12617,8.7612
0.0724104,44.9899,34.1556,3.15596
0.091645,37.9634,23.9668,1.19596
0.0898578,25.6924,35.1126,1.47272
0.0671345,25.7757,19.1927,4.09292
0.0634508,30.6563,25.4523,2.93205
0.0895696,45.4517,41.8546,8.00307
0.0772415,13.2009,2.50997,6.98118
0.0864816,22.175,38.6901,0.0270226
0.101624,13.8869,32.9307,3.26561
0.0609756,35.6534,2.42612,9.78863
0.0997054,14.4267,30.0254,8.92485
0.0519536,17.4958,3.6354,6.02835
0.0554505,9.1979,26.37,8.98996
0.0660513,23.8935,5.22754,6.5906
0.0504335,9.88778,6.63407,0.79629
0.0751946,18.3127,5.86229,5.80053
0.0599797,43.1307,46.1241,8.81125
0.05796,36.7876,47.7381,4.92742
0.108806,8.3782,45.8929,7.48955
0.0748102,35.7147,49.0175,1.28168
0.105125,13.1214,14.2062,6.67195
0.0589652,15.5205,18.1147,4.27343
0.0708391,5.02507,18.366,5.25231
0.0516057,46.4729,16.6618,3.21702
0.309683,8.53974,42.2903,4.49628
0.0622814,20.2299,42.3787,5.14807
0.0585198,47.7436,19.9081,6.51443
0.0513009,24.3143,37.6285,5.97552
0.106626,14.2709,37.4223,5.36418
0.139207,32.4022,9.35275,0.113001
0.0733396,4.503,16.1738,2.69937
0.0523385,34.9309,39.9996,7.17772
0.11131,32.8331,6.469,3.4417
0.386625,40.6655,43.2795,2.07981
0.0804786,27.6295,30.238,2.80463
0.0764312,17.7144,22.6217,8.3811
0.192483,10.8247,24.7086,2.06177
0.0799305,13.1392,38.4948,7.6027
0.0693655,35.4413,17.4952,8.19491
0.0554524,29.9533,27.9457,0.725306
0.0532281,3.75677,9.59938,0.671558
0.0692826,47.4777,27.3857,8.04803
0.102301,41.1976,4.21266,0.184841
0.0528462,31.241,13.7551,4.78834
0.0716402,28.3589,3.96229,6.35629
0.0541722,34.8664,32.0741,5.42441
0.0597878,14.6387,42.8007,0.792395
0.111475,1.90106,12.4749,6.05338
0.0638609,41.3855,25.124,3.48781
0.0701335,23.5871,17.0798,1.59313
0.0943144,8.4705,6.37173,3.10064
0.0572048,37.8508,37.9878,0.0929801
0.0671894,2.00647,39.1291,9.80983
0.196538,11.8422,29.2727,3.41325
0.407783,18.2434,15.1739,0.848588
0.133377,40.5037,12.3907,0.513407
0.0638733,46.1018,48.473,7.21121
0.0626452,46.6684,30.9186,9.95592
0.112899,17.0588,33.8914,3.60844
0.0557784,49.8782,32.4296,0.122547
0.0538685,35.1442,26.2612,4.13316
0.0567328,45.0198,14.1836,3.57867
0.0556685,46.7834,46.8772,5.33731
0.0686614,0.514385,24.8233,5.7827
0.0581727,35.577,32.8716,7.50154
0.0656317,39.2195,17.4717,0.54055
0.0661311,13.3426,15.7151,6.8074
0.185666,45.3527,1.10565,0.633041
0.0716287,4.80246,48.2839,5.39443
0.0861494,19.9046,45.019,9.93223
0.0573179,8.92896,11.1874,9.489
0.064798,7.91351,23.1469,4.47734
0.0546536,49.1109,41.4099,0.413957
0.155115,22.548,49.3184,8.50762
0.114138,37.9077,24.7241,5.20514
0.056881,15.0663,1.07348,7.27482
0.0538036,21.4239,29.344,9.99907
0.247429,42.2626,34.5095,5.05914
0.272231,0.982066,36.8343,0.101848
0.0598947,29.871,20.958,3.14384
0.0596376,29.7743,28.2957,1.72626
0.0619685,44.1034,11.7734,5.16307
0.0555939,2.7962,25.0126,2.2967
0.0788644,44.5112,3.6476,6.65829
0.127459,36.0611,1.48763,5.95873
0.0514746,18.0763,28.4547,8.35616
0.283824,16.0652,31.8171,5.71676
0.0713235,49.3693,9.36228,8.60598
0.0877958,25.7191,49.0639,2.35511
0.0807786,33.1356,7.59114,4.73112
0.0606642,12.858,42.9396,3.32219
0.0523355,39.0932,48.4238,0.594465
0.0651384,10.2004,7.81987,0.470772
0.0889119,44.8404,20.9554,6.67245
0.0843969,37.5074,15.0506,0.643271
0.0987863,24.3653,31.8028,3.48716
0.0548943,41.107,38.4921,0.880593
0.0558151,25.7778,36.9222,6.07787
0.0518365,39.0421,33.1888,9.55958
0.0538797,16.0228,39.5496,7.51351
0.0750162,18.5011,18.2772,5.91872
0.0546185,35.332,25.8911,0.426227
0.0620157,32.443,37.6623,0.954521
0.160727,6.52223,32.0409,4.61572
0.0745502,15.7897,47.223,2.21181
0.056391,9.40055,24.4975,9.355
0.0553635,6.56772,28.8799,2.35868
0.0807705,36.2731,14.7261,7.12551
0.121137,2.65914,26.3967,5.51406
0.0616407,38.0476,25.5791,8.87683
0.054633,46.8176,18.0038,1.24036
0.135913,44.3639,38.4389,4.24297
0.0716687,20.4305,27.5596,6.88787
0.102214,7.05381,38.3403,5.91008
0.0565507,46.4589,12.868,3.83022
0.0606154,21.4202,12.0775,1.81155
0.0936927,19.7044,10.0554,2.62202
0.0596083,20.3849,13.9609,1.45349
0.0574068,30.121,37.0664,8.45727
0.0702341,44.1174,35.0106,2.05939
0.0596578,48.511,44.2522,7.37502
0.055603,25.0579,4.54961,9.1346
0.0548487,5.70185,41.1086,2.64434
0.0532673,4.47774,13.6227,3.81801
0.0675659,8.89722,6.87751,2.64818
0.127566,48.2283,21.1528,0.586372
0.0927746,33.5566,35.0221,3.11398
0.451377,26.6318,39.4083,4.52945
0.0729327,12.2445,14.4325,6.91161
0.0923798,29.7417,3.65934,7.89538
0.0919774,33.9795,28.6904,8.42226
0.0523723,32.1304,26.0954,8.26713
0.0565168,24.8739,27.4588,4.42117
0.0690778,31.3061,3.07657,7.49711
0.0621218,41.1751,7.35612,6.41895
0.0794449,8.87296,10.5277,5.58598
0.0561064,42.7728,12.2674,4.44199
0.0537574,14.3014,45.5176,0.980137
0.0586399,34.2584,37.5117,5.06284
0.0643338,28.9454,37.9843,2.25464
0.0518855,42.4192,15.2351,2.59251
0.0785801,43.9875,36.9562,4.1906
0.0836782,32.6529,11.687,1.47309
0.0866324,25.4986,14.4962,4.77591
0.1281,11.6077,24.2131,4.3586
0.108113,27.2887,10.6284,9.52863
0.0550762,42.9725,45.2935,9.71169
0.0641202,38.733,18.8903,9.10565
0.0677066,33.5257,35.7723,4.94713
0.0517401,34.6445,5.16742,1.76723
0.111765,16.0255,37.5235,0.725245
0.0990472,36.7475,19.0849,0.151549
0.0516043,14.3456,28.2033,0.0658218
0.0791961,38.8425,23.4389,8.48238
0.0616839,14.2235,36.4443,5.48641
0.112334,15.2366,35.2008,1.63299
0.0697764,44.4868,8.63575,4.66463
0.0515608,6.14392,9.72534,7.80481
0.0555308,0.757484,6.97101,4.76136
0.050242,34.1278,44.9737,0.655183
0.108096,3.46507,35.8429,7.44047
0.0510751,25.1422,23.2765,2.34026
0.0693995,34.0519,0.516726,5.71026
0.0701366,36.2096,1.57313,3.03568
0.0874775,19.2032,6.65444,9.83729
0.050685,11.9093,25.1204,8.33892
0.0899996,6.87973,3.38673,4.00736
0.0527897,31.1764,41.5703,6.2301
0.050857,9.18039,24.5965,4.30517
0.11271,5.56422,22.3353,8.75244
0.056949,41.4178,36.1985,6.75975
0.0693842,30.142,14.1709,8.39278
0.0730938,11.2492,17.9881,0.0805019
0.134469,18.5819,14.9461,3.62129
0.0557675,14.0275,14.5165,5.293
0.107548,47.9692,33.069,8.77783
0.0848153,30.7115,3.3937,0.767688
0.0570733,37.064,30.5871,1.86001
0.0648218,36.2778,48.8843,5.35571
0.0609333,40.6763,22.273,4.49467
0.0618465,48.7805,22.1136,0.567289
0.0942838,39.2162,19.7977,0.0326777
0.0711151,31.6144,45.716,9.3704
0.177583,28.5899,4.32469,4.95937
0.094872,8.01202,30.8392,6.62152
0.0775254,36.782,31.4027,1.75524
